Name,Price,District,Street,Czynsz,Area,Rooms,Building,Owner
"Apartament, 60 m2, ul.Łucka 15",4 000,Wola,ul. Łucka,0,60,2,apartamentowiec,biuro nieruchomości
"Wysoki standard, Dzielnica 19",3 800,Śródmieście,Dzielnica 19,500,32,2,apartamentowiec,biuro nieruchomości
"Mieszkanie do wynajęcia, 60m2, centrum Żoliborza",4 300,Stary Żoliborz,ul. Hanki Czaki,600,60,2,apartamentowiec,prywatny
"Nowoczesny, 2 pokojowy apartament przy metrze",4 000,Ursynów,,750,52,2,apartamentowiec,prywatny
Piękne mieszkanie w przedwojennej kamienicy,3 700,Powiśle,ul. Rozbrat,500,42,2,kamienica,prywatny
Trzypokojowe od zaraz na warszawskich Jelonkach,2 800,Jelonki,ul. Kazimierza Wyki,750,"63,5",3,blok,prywatny
Zieleń cisza wszystko blisko super standard dojazd,8 900,Ochota,ul. Włodarzewska,0,90,4,blok,prywatny
"Mieszkanie 39 m2/ Warszawa, Tarchomin",2 000,Tarchomin,,750,39,1,blok,prywatny
Nowe TOP 2 pokoje,3 700,Praga-Północ,ul. Szwedzka 22,500,33,2,blok,prywatny
Dwupokojowe mieszkanie na Marinie Mokotów,3 750,Mokotów,ul. Rajska,0,56,2,Zapytaj,biuro nieruchomości
"Warszawa Ochota, Szczęśliwicka, 2 pokoje",3 200,Szczęśliwice,ul. Szczęśliwicka,800,58,2,kamienica,prywatny
mieszkanie na Woli blisko Centrum Łucka 15,5 500,Wola,ul. Łucka 15,0,71,3,blok,prywatny
"Apartament 62m2, Warszawa Mokotów, Bezpośrednio",4 900,Mokotów,al. Aleja Wyścigowa,900,62,2,apartamentowiec,prywatny
"Mokotów , Osiedle Mokosfera 'dwa pokoje z garażem",3 600,Mokotów,ul. Racjonalizacji 1,1,45,2,apartamentowiec,prywatny
Mieszkanie w ścisłym centrum Warszawy.,6 000,Śródmieście,,600,72,3,kamienica,biuro nieruchomości
Przestronne 3-pokoje na Saskiej Kępie,3 500,Saska Kępa,ul. Saska,760,"48,5",3,blok,prywatny
Mieszkanie do wynajęcia - Targówek - Osiedle Wilno,3 900,Targówek,ul. Zamkowa,830,"61,3",3,blok,prywatny
UL. KALISKA / english / bezpośrednio /w tym czynsz,3 500,Stara Ochota,ul. Kaliska,0,33,1,kamienica,prywatny
"Mieszkanie 2 pokoje, Warszawa Wola, ul. Okopowa",3 000,Wola,ul. Okopowa,400,"29,3",2,blok,prywatny
BEZPOŚREDNIO - 3 pok. Ochota-Rakowiec,3 500,Rakowiec,ul. Mołdawska,790,47,3,blok,prywatny
"3pok., 47m2, ul.Kondratowicza, Metro Kondratowicza",3 500,Bródno,ul. Ludwika Kondratowicza,450,47,3,blok,prywatny
"Wynajmę od 1 kwietnia,2 pokojowe,Ursus,Skorosze.",2 500,Ursus,,0,33,2,apartamentowiec,prywatny
Przytulne 2 pokoje z loggią w świetnej lokalizacji,2 300,Tarchomin,ul. Strumykowa 29c,750,40,2,apartamentowiec,prywatny
Przestronna kawalerka przy Jeziorku Gocłowskim,2 300,Praga-Południe,ul. Rozłucka,0,34,1,blok,biuro nieruchomości
Mieszkanie ul Topazowa 34m + miejsce parkingowe,2 200,Targówek Mieszkaniowy,ul. Topazowa,0,34,1,blok,prywatny
"Bardzo ładne mieszkanie, Warszawa ul. Olszowa 14",3 500,Praga-Północ,ul. Olszowa 14,0,35,2,blok,prywatny
2 pokojowe mieszkanie + miejsce postojowe| Praga,2 700,Praga-Południe,ul. Grochowska 249,0,51,2,blok,biuro nieruchomości
Wynajem 2 pokojowe mieszkanie wysoki standard,3 200,Białołęka,,700,46,2,blok,prywatny
Dwupokojowe mieszkanie z ogródkiem Stary Mokotów,5 000,Górny Mokotów,ul. Balladyny,0,44,2,blok,prywatny
"Przestronne 2 pokoje obok lasu, Natolin/Ursynów",3 500,Ursynów,,500,60,2,blok,prywatny
"Warszawa, Mokotów, Bartycka 49",3 900,Siekierki,ul. Bartycka 49,700,43,2,blok,prywatny
2 pokojowe na Bemowie + 2 miejsca parkingowe,2 900,Bemowo,ul. Narwik 8,860,50,2,blok,prywatny
2 pokojowe mieszkanie blisko metra Wilanowska,3 000,Mokotów,ul. Domaniewska,700,46,2,Zapytaj,prywatny
Mieszkanie na Grochowie,2 100,Grochów,,350,"23,5",1,blok,prywatny
Do wynajęcia mieszkanie blisko parków i metra,2 800,Wola,,770,38,1,blok,prywatny
2-pok w sercu Wilanowa z Ogródkiem i własną Sauną,3 800,Wilanów,ul. Sarmacka 16,0,"57,5",2,apartamentowiec,biuro nieruchomości
Piękny apartament na Mokotowie,13 000,Mokotów,ul. Antoniego Edwarda Odyńca,0,130,3,Zapytaj,biuro nieruchomości
"BEZPOŚREDNIO. Mieszkanie Bemowo, 31 m2 + garaż",3 200,Bemowo,ul. Batalionów Chłopskich 79,450,31,2,apartamentowiec,prywatny
NOWY apartament - PREMIUM -2 pokoje -KLIMA!,4 100,Bemowo,ul. gen. Meriana C. Coopera 7E,600,"45,5",2,apartamentowiec,prywatny
"Piękne mieszkanie, ul. Hoża, kamienica, umeblowane",4 000,Śródmieście,ul. Hoża,680,40,2,kamienica,prywatny
"Piękny apartament, Mokotów, Taśmowa-od 1 kwietnia",4 500,Mokotów,ul. Taśmowa,500,35,2,apartamentowiec,prywatny
"Miasteczko Wilanów, Sarmacka, kawalerka z garażem",3 000,Wilanów,,550,"35,5",1,apartamentowiec,prywatny
2 pokojowe mieszkanie + miejsce postojowe| Praga,2 700,Praga-Południe,ul. Grochowska 249,0,51,2,blok,biuro nieruchomości
PRZESTRONNA KAWALERKA w apartamentowcu - Ursynów,2 700,Ursynów,ul. rtm. Witolda Pileckiego 104,0,"38,8",1,apartamentowiec,prywatny
"Mieszkanie 36m2, Ul. Lazurowa Warszawa",2 900,Bemowo,ul. Lazurowa,400,36,1,apartamentowiec,prywatny
"Wynajmę 63m2, 3 pokoje, Śródmieście, blisko metra",4 200,Śródmieście,ul. Stawki,800,63,3,blok,prywatny
"Nowy, Luksusowy Apartament Bliska Wola, 50m2",4 500,Wola,ul. Marcina Kasprzaka 29,600,50,2,apartamentowiec,prywatny
2-pok apartament przy Lesie Rembertowskim,2 800,Rembertów,ul. Chełmżyńska,0,"35,11",2,apartamentowiec,biuro nieruchomości
3- osobne pokoje blisko stacji metra TROCKA,3 800,Targówek Mieszkaniowy,ul. Janinówka 14,0,57,3,blok,biuro nieruchomości
Nowa kawalerka na Stegnach,2 800,Mokotów,Stegny,500,26,1,apartamentowiec,prywatny
Kawalerka Warszawa Śródnieście English below,2 700,Śródmieście Północne,,1,27,1,blok,prywatny
"Mieszkanie 2 - pokojowe, Praga-Południe",2 700,Praga-Południe,ul. Siennicka,750,52,2,blok,prywatny
Przestronne 3 pokojowe mieszkanie,5 000,Bemowo,ul. Obrońców Tobruku,1 100,88,3,apartamentowiec,prywatny
No commission! NEW Studio large balcony | Szczęsna,2 400,Włochy,ul. Szczęsna,240,"22,2",1,blok,biuro nieruchomości
"Mieszkanie w miasteczku Wilanów, Sarmacka",8 800,Wilanów,ul. Sarmacka,1 300,80,3,Zapytaj,biuro nieruchomości
"3 pokoje - Warszawa, Bemowo / Оренда квартири",5 500,Bemowo,ul. Górczewska,250,77,3,blok,biuro nieruchomości
Mieszkanie - Warszawa Włochy,4 850,Włochy,ul. Solińska,0,54,2,Zapytaj,biuro nieruchomości
"2 pokoje nieprzechodnie na Bródnie, OD ZARAZ",2 600,Targówek Mieszkaniowy,ul. Piotra Wysockiego,700,43,2,blok,prywatny
Nowoczesne mieszkanie na Skoroszach dwa pokoje,2 500,Ursus,ul. Skoroszewska,0,"36,5",2,blok,prywatny
Foksal-nowy świat-61m2-2 pokoje-wysoki standard,14 000,Śródmieście,ul. Foksal,1 000,61,2,apartamentowiec,biuro nieruchomości
"2 pokoje po remoncie, okna na mały park",2 500,Jelonki,,1 000,36,2,blok,prywatny
3 pokoje- Wysoki Standard- ul. Klimczaka,6 900,Wilanów,ul. Franciszka Klimczaka,900,"78,5",3,Zapytaj,biuro nieruchomości
Kawalerka 34m2 - 6 min spacerem do Metra Marymont,2 400,Żoliborz,ul. Włościańska,500,34,1,apartamentowiec,prywatny
"Kawalerka 30m2, Warszawa - Mokotów,",2 200,Górny Mokotów,ul. Etiudy Rewolucyjnej,1,30,1,blok,prywatny
"Nowe, 5 pokoi, wysoki standard wykończenia",10 000,Mokotów,,1 000,114,5,blok,prywatny
Mieszkanie do wynajęcia,3 300,Włochy,,490,38,2,blok,prywatny
"Kawalerka na pograniczu dzielnic Ursus/Włoch,garaż",2 400,Ursus,ul. Apartamentowa,400,33,1,blok,prywatny
Żoliborz - nowoczesne mieszkanie dwupokojowe,4 400,Żoliborz,ul. Ludwika Rydygiera,0,47,2,apartamentowiec,biuro nieruchomości
Dwupokojowe | duży balkon |cisza | 50 m2.,3 100,Bemowo,ul. Górczewska,0,50,2,apartamentowiec,biuro nieruchomości
Mieszkanie 73m2 Wilanów ul. F. Klimczaka,13 000,Wilanów,ul. Franciszka Klimczaka,1 200,73,3,blok,prywatny
"kawalerka 30m2, Mokotów od 1 kwietnia",2 600,Mokotów,ul. Nałęczowska 33,400,30,1,blok,prywatny
Kawalerka Górczewska Bemowo,2 000,Bemowo,ul. Górczewska 242,850,"37,1",1,blok,prywatny
Wynajem mieszkania na Żoliborzu - 3 pokoje,3 900,Żoliborz,ul. Przasnyska,"646,53",58,3,blok,prywatny
"Mieszkanie do wynajęcia, 55 m2, 15 min od Centrum",2 900,Gocław,,"567,78",55,2,blok,prywatny
"OKAZJA 4 Pokoje, metro, Parking x2, komórka lok.",6 800,Bielany,,1 200,100,4,blok,prywatny
Nowoczesny apartament na Wilanowie,3 500,Wilanów,ul. Bruzdowa,360,42,2,apartamentowiec,prywatny
Wynajmę 2 pokojowe mieszkanie Białołęka,3 000,mazowieckie,,600,"52,5",2,blok,prywatny
Mieszkanie metro Bródno po remoncie Pierwszy najem,2 500,Bródno,ul. Rembielińska 21A,700,"37,5",2,blok,prywatny
Nowe mieszkanie z miejscem parkingowym. Bezpośr.,2 300,Ursus,,500,31,1,blok,prywatny
Atrakcyjna oferta - Mieszkanie 2 pokoje - Warszawa,6 500,Wola,ul. Krochmalna,0,38,2,Zapytaj,biuro nieruchomości
Nowe dwupokojowe mieszkanie na Woli,4 000,Wola,ul. Jana Kazimierza,700,52,2,Zapytaj,biuro nieruchomości
Targówek Zacisze – Metro Kondratowicza - 900m,4 500,Targówek Mieszkaniowy,ul. Uznamska,0,71,3,apartamentowiec,prywatny
Piekny Apartament przy Łazienkach,6 500,Centrum,ul. Tadeusza Boya-Żeleńskiego,0,72,3,apartamentowiec,prywatny
"Mieszkanie 55m2, 3 pok., Kłopotowskiego, Praga-Płn",3 500,Praga-Północ,ul. ks. Ignacego Kłopotowskiego,630,55,3,kamienica,prywatny
"Mieszkanie na wynajem , Warszawa Bemowo, ul. Zabor",5 500,Bemowo,ul. Zaborowska,900,80,3,Zapytaj,biuro nieruchomości
Apartament na Chmielnej 108 m2,7 900,Wola,ul. Chmielna,1 550,108,4,Zapytaj,biuro nieruchomości
3 pokojowe mieszkanie na bielanach ul. Wólczyńska,5 200,Bielany,ul. Wólczyńska,800,73,3,Zapytaj,biuro nieruchomości
Mieszkanie - Warszawa Wola,3 400,Wola,ul. Karolkowa,0,35,1,Zapytaj,biuro nieruchomości
Przytulne na Żoliborzu,6 300,Żoliborz,ul. Ludwika Rydygiera,0,63,3,apartamentowiec,biuro nieruchomości
Nowe mieszkanie na Mokotowie,6 500,Dolny Mokotów,,0,"68,16",3,apartamentowiec,prywatny
"Elegancki, 2 pokojowy apartament, bliska Wola",5 400,Wola,ul. Ogrodowa,840,45,2,apartamentowiec,prywatny
"Mieszkanie - 2 pok. 41m2, ul. Klinkierowa 1 +Garaż",3 000,Włochy,ul. Klinkierowa,650,"40,86",2,Zapytaj,prywatny
Apartament 3 pokoje ul. Belwederska,11 000,Mokotów,ul. Belwederska,1 100,84,3,blok,biuro nieruchomości
2 pokojowe mieszkanie z oddzielną kuchnią,2 500,Stare Bielany,ul. Władysława Broniewskiego,500,40,2,blok,prywatny
2 pokojowe Ul. Powązkowska - Żoliborz Artystyczny,3 900,Żoliborz,ul. Powązkowska,0,43,2,Zapytaj,biuro nieruchomości
Mieszkanie przy metrze Pole Mokotowskie,2 600,Pole Mokotowskie,ul. Giordana Bruna,670,42,2,blok,prywatny
Wyjątkowy Apartament Wysoki Standard Ursynów Metro,4 600,Ursynów,ul. rtm. Witolda Pileckiego,625,45,2,apartamentowiec,prywatny
"Wilanów Oś królewska 3 pokoje, 2 balkony",6 000,Wilanów,al. Aleja Wilanowska 9,1 300,83,3,apartamentowiec,biuro nieruchomości
Mieszkanie Praga,2 200,Praga-Północ,ul. Jagiellońska,700,"32,1",2,blok,prywatny
Mieszkanie do wynajecia,3 700,Ursynów,al. Aleja Komisji Edukacji Narodowej 19,0,47,2,blok,prywatny
"Apartament 3 pok, pl. gen. J. Hallera, umeblowany",3 500,Praga-Północ,pl. Plac gen. Józefa Hallera,900,68,3,kamienica,biuro nieruchomości
Apartament na Starym Wilanowie,6 800,Wilanów,ul. Piechoty Łanowej,0,78,3,apartamentowiec,biuro nieruchomości
Nowe trzy pokoje 61 m2 Mokotów,6 350,Mokotów,,0,"68,4",4,blok,biuro nieruchomości
"3-pokojowe mieszkanie, super lokalizacja, od zaraz",4 000,Bielany,ul. Wojciecha Bogusławskiego,1 000,57,3,blok,prywatny
"Mieszkanie dwupokojowe na wynajem, Warszawa-Bródno",2 500,Bródno,ul. Michała Kleofasa Ogińskiego 3,600,42,2,blok,prywatny
"Wysokie, słoneczne 3 pokojowe przy tuż przy metrze",3 760,Kabaty,ul. Melchiora Wańkowicza,940,"72,3",3,blok,biuro nieruchomości
Mokotów I 3 sypialnie I 2 łazienki I premium,12 500,Mokotów,ul. Leszczyny,0,120,4,apartamentowiec,biuro nieruchomości
"nowe, wysoki standard,super dojazd do centrum",6 900,Ursus,ul. Kolorowa,0,76,3,Zapytaj,biuro nieruchomości
"Nowe, metro Bemowo, cicha okolica",3 600,Bemowo,ul. Batalionów Chłopskich,0,41,2,Zapytaj,biuro nieruchomości
"Mieszkanie(45,73m2)+piwnica(5,74m2)+garażPodziemny",3 500,Mokotów,ul. Pory 61,650,"45,73",2,blok,prywatny
Mieszkanie do wynajęcia,2 800,Ursynów,,1 100,56,3,blok,prywatny
Luksusowy 4 pokojowy apartament w Villi Monaco,19 500,Mokotów,ul. Zbyszka Cybulskiego,0,145,4,apartamentowiec,biuro nieruchomości
Nowe mieszkanie Falenica,3 800,Falenica,,800,"62,3",3,blok,prywatny
Bardzo blisko metra Bemowo - 3 pokoje,5 000,Bemowo,ul. Powstańców Śląskich,950,69,3,apartamentowiec,prywatny
"Apartament ""Black & White"", Zielona Białołęka",3 100,Białołęka,ul. Starej Gruszy 7,1 300,58,2,Zapytaj,prywatny
"2 pokoje 50 m, przy placu Trzech Krzyży",3 500,Śródmieście,Wilcza/ Aleje Ujazdowskie,660,50,2,kamienica,prywatny
Mieszkanie 2 pokoje SOHO Praga,3 200,Praga-Południe,ul. Żupnicza,550,40,2,apartamentowiec,prywatny
Prestiżowy apartament w kameralnym budynku,17 000,Wilanów,ul. Rumiana,0,150,4,apartamentowiec,biuro nieruchomości
3 pokoje na zielonych Bielanach /osiedle PIASKI/,3 200,Piaski,ul. Władysława Broniewskiego,700,"50,61",3,blok,prywatny
Klimatyczne mieszkanie przy Łazienkach,3 300,Sielce,ul. Tatrzańska,200,54,2,blok,prywatny
Nowe mieszkanie na Mokotowie,6 500,Dolny Mokotów,,0,"68,16",3,apartamentowiec,prywatny
Wynajmę mieszkanie Warszawa Ochota Racławicka 50m2,2 500,Ochota,ul. Racławicka,900,50,2,blok,prywatny
"2 pok. Kamienica, ul.Białostocka 20, 300m. Metro",3 400,Praga-Północ,ul. Białostocka 20,550,41,2,kamienica,prywatny
Cichy Apartament M2 w Miasteczku Wilanów,3 250,Wilanów,al. Aleja Rzeczypospolitej,0,48,2,blok,prywatny
Kawalerka w nowym budownictwie,2 250,Wola,ul. Jana Kazimierza,450,25,1,blok,biuro nieruchomości
Wynajmę 1/2 domu w spokojnej zielonej okolicy,1 950,Augustówka,,550,45,1,dom wolnostojący,biuro nieruchomości
"nowe mieszkanie, pełne wyposażenie",4 500,Ursus,ul. Herbu Oksza,0,60,3,apartamentowiec,prywatny
3 pokojowe mieszkanie przy metrze Wawrzyszew,3 400,Bielany,,800,60,3,blok,prywatny
"Nowe apartamenty Nocznickiego 29, Metro Młociny",2 900,Bielany,,0,29,1,blok,prywatny
Elegant apartment on 16th floor in Cosmopolitan,12 000,Śródmieście,ul. Twarda,0,53,2,blok,biuro nieruchomości
"Mieszkanie 2 pokojowe, Bielany Warszawa",3 500,Bielany,,570,54,2,blok,prywatny
Apartament 4-pokojowy przy Stawach Cietrzewia,6 900,Stare Włochy,ul. Krańcowa 10,0,"91,4",4,apartamentowiec,prywatny
"Od dziś, po remocie, 2 pok. Miasteczku Wilanów",3 800,Wilanów,ul. Adama Branickiego 18,680,44,2,apartamentowiec,prywatny
Mieszkanie do wynajęcia. Warszawa Wola.,3 000,Wola,,500,38,2,blok,prywatny
Słoneczne dwa pokoje - Ursus Gołąbki 34m,2 300,Ursus,ul. Królów Polskich,500,34,2,blok,prywatny
Warszawa / Gocław / ul. Samolotowa,2 500,Gocław,ul.Samolotowa,500,"44,6",2,blok,prywatny
"NIEAKTUALNE, Mieszkanie na Pradze wynajęte w 2 dni",4 200,mazowieckie,,0,43,2,Zapytaj,biuro nieruchomości
"Wynajmę 2 pokoje przy Arkadii, garaż, nowe,bezpośr",3 900,Śródmieście,ul. Kłopot 4a,636,"36,14",2,apartamentowiec,prywatny
Jana Kazimierza / Wola / pełne umeblowanie + garaż,5 500,Wola,ul. Jana Kazimierza,600,48,2,blok,prywatny
Kawalerka bezp od Wlasciclela 2800,2 800,Wola,ul. Marcina Kasprzaka,400,25,1,Zapytaj,prywatny
Mieszkanie do wynajęcia w Wawrze.,3 300,Wawer,ul. Widoczna,500,44,1,apartamentowiec,biuro nieruchomości
Kawalerka Sadyba/Stegny dostępna od zaraz 2700,2 700,Stegny,ul. Jaszowiecka,500,33,1,blok,prywatny
"Mieszkanie 2-pok., 50m2 z loggią, bliska Wola",3 500,Wola,Skwer Kard.St.Wyszyńskiego,880,50,2,plomba,prywatny
120 m2 | Bliska Wola | 2 sypialnie | 2 łazienki,7 500,Wola,,0,120,3,apartamentowiec,biuro nieruchomości
Słoneczne mieszkanie przy Alejach Ujazdowskich,5 200,Śródmieście Południowe,Al. Ujazdowskich 8,1 000,56,3,blok,prywatny
"Apartament, 40 m², Warszawa Mokotów",3 500,Górny Mokotów,ul. Taśmowa,600,40,2,apartamentowiec,prywatny
DUŻE mieszkanie do wynajęcia 2 pokoje URSYNÓW,3 200,Ursynów,ul. Nowoursynowska,790,57,2,apartamentowiec,prywatny
Kawalerka Jana Pawla 2 przy Hali Mirowskie,2 800,Śródmieście,,1,39,1,kamienica,prywatny
Białej Floty - 3 pokojowy apartament od zaraz!,4 300,Wyględów,,700,60,3,apartamentowiec,biuro nieruchomości
Mieszkanie na wynajem/56m2/ Mokotów Obrzezna,3 950,Mokotów,ul. Obrzeżna,600,56,2,blok,prywatny
"Wynajmę mieszkanie 54m oddzielna kuchnia, 2 pokoje",3 000,Bielany,ul. Sokratesa,900,54,2,apartamentowiec,prywatny
"Warszawa, Ursynów, Metro - bezpośrednio",2 850,Ursynów,al. Aleja Komisji Edukacji Narodowej,500,43,2,apartamentowiec,prywatny
"Apartament, Centrum 36 m2, 2 pokoje",3 000,Centrum,,450,36,2,blok,prywatny
"Apartament 78m, 4 pokojowy z tarasem i garażem",7 800,Stegny,ul. Śródziemnomorska,0,78,4,apartamentowiec,biuro nieruchomości
"Platinum Towers Apartament 144m, BEZPOŚREDNIO",25 000,Śródmieście,ul. Grzybowska 61,1,"144,82",4,apartamentowiec,prywatny
2-pokojowe mieszkanie z basenem i parkingiem,3 500,Mokotów,ul. Bukowińska,650,50,2,apartamentowiec,biuro nieruchomości
"Mieszkanie 50 m2 na wynajnem, na ul. Pileckiego",2 400,Ursynów,ul. rtm. Witolda Pileckiego,700,50,2,apartamentowiec,prywatny
"50m2, z miejscem postojowym,blisko centrum.3200 zł",3 200,Wola,skwer Skwer kard. Stefana Wyszyńskiego,1,50,2,blok,biuro nieruchomości
2 pokojowe mieszkanie + miejsce postojowe| Praga,2 700,Praga-Południe,ul. Grochowska 249,0,51,2,blok,biuro nieruchomości
Piekny Apartament przy Łazienkach,6 500,Centrum,ul. Tadeusza Boya-Żeleńskiego,0,72,3,apartamentowiec,prywatny
Wynajmę mieszkanie Warszawa Ochota Racławicka 50m2,2 500,Ochota,ul. Racławicka,900,50,2,blok,prywatny
Kamienica Stary Żoliborz 2 pokoje - BEZPOŚREDNIO,4 300,Stary Żoliborz,,550,45,2,kamienica,prywatny
mieszkanie do wynajęcia Warszawa Ursus,2 200,Ursus,ul. Skoroszewska,650,40,1,blok,prywatny
Piękny apartament z tarasem na Domaniewskiej,8 500,Mokotów,,700,67,3,apartamentowiec,biuro nieruchomości
2 pokojowe mieszkanie na Targówku wynajmę,2 500,Targówek,ul. Toruńska 76,600,37,2,blok,prywatny
2 pokojowe mieszkanie przy Rondzie Wiatraczna,2 600,Grochów,ul. Grochowska,870,51,2,blok,prywatny
Ochota Korotyńskiego Słoneczny Skwer 2 pok 52m,3 200,Ochota,ul. Pruszkowska,650,52,2,apartamentowiec,biuro nieruchomości
Przytulne 2 pokoje. Metro. Cosy 2 rooms,2 490,Stare Bielany,,629,36,2,blok,prywatny
"Mieszkanie 3 pokojowe - Służew nad Dolinką ,",3 000,Służew,,1 100,70,3,blok,prywatny
Mieszkanie 3 pokoje Miasteczko Wilanów,6 800,Wilanów,,0,66,3,apartamentowiec,prywatny
Mieszkanie 2-pok dla singla lub pary| Śródmieście,3 700,Śródmieście,ul. Rozbrat,0,38,2,kamienica,prywatny
"Mieszkanie Warzelnicza z ogrod, garaz i komorka",2 900,Białołęka,ul. Warzelnicza,730,40,2,apartamentowiec,prywatny
"41m, 2 pokoje, Mokotów , Łowicka , J.Dąbrowskiego",3 100,Górny Mokotów,"ul. Jarosława Dąbrowskiego , Łowicka",700,41,2,blok,prywatny
"Warszawa, Ursus. 2 oddz.pokoje, 41m.kw.",2 650,Ursus,ul. Posag 7 Panien,550,41,2,blok,prywatny
"Warszawa, Wola, 2 Pokoje, Kolska 9",3 700,Wola,ul. Kolska,650,41,2,blok,prywatny
Piękne mieszkanie na Mokotowie 15 min do Centrum,3 250,Dolny Mokotów,ul. Ananasowa,950,40,2,apartamentowiec,biuro nieruchomości
"Warszawa, kawalerka, Praga-Południe - ul. Kinowa",2 400,Praga-Południe,ul. Kinowa,450,"24,56",1,blok,prywatny
"Mieszkanie jednopokojowe 34 m os.kuchnia, balkon",2 900,Praga-Południe,ul. Czechowicka 31,500,34,1,kamienica,prywatny
"W pełni wyposażone, w kameralnej części Miasteczka",8 300,Wilanów,ul. Franciszka Klimczaka,0,"78,5",3,Zapytaj,biuro nieruchomości
Dwupokojowe mieszkanie blisko metra Wilanowska,3 800,Ksawerów,ul. Cieszyńska,0,47,2,apartamentowiec,biuro nieruchomości
Piękny apartament z dwoma sypialniami na Mokotowie,7 500,Służewiec,ul. Postępu,0,"69,7",3,apartamentowiec,biuro nieruchomości
KAWALERKA 22 m2 oraz 38 m2,1 700,Wesoła,,0,22,1,kamienica,prywatny
Bezpośrednio nowe mieszkanie dwupokojowe z garażem,3 000,Żerań,ul. Modlińska,400,45,2,blok,prywatny
Kawalerka k. Parku Szczęśliwice,2 500,Szczęśliwice,ul. Zadumana 1A,550,34,1,apartamentowiec,prywatny
Miłe mieszkanie w centrum Warszawy /not available/,2 700,Śródmieście,ul. Mokotowska,300,27,1,blok,prywatny
"Ursynów, 2 łazienki, 3 pok. + parking + piwnica",4 100,Ursynów,ul. Makolągwy,1 200,70,3,blok,prywatny
"Nowa kawalerka z antresolą, Praga-Północ",2 300,Praga-Północ,ul. Łochowska,500,20,1,Zapytaj,biuro nieruchomości
Fantastyczne mieszkanie na ulicy Łuckiej 15,3 500,Wola,ul. Łucka 15,630,49,2,apartamentowiec,prywatny
"Mieszkanie, 57 м², Warszawa",3 700,Mokotów,ul. Konstancińska,0,57,2,apartamentowiec,biuro nieruchomości
Trzypokojowe mieszkanie w samym centrum,5 100,Śródmieście Południowe,ul. Hoża,0,65,3,apartamentowiec,biuro nieruchomości
Penthouse na Powiślu,20 000,Śródmieście,,0,134,3,apartamentowiec,biuro nieruchomości
Metro Swietokrzyska 2 pokoje 36m bezposrednio,3 420,Śródmieście Północne,ul. Królewska 45,880,36,2,blok,prywatny
Śliczna kawalerka Warszawa Mokotów - wynajem,3 600,Górny Mokotów,,0,36,2,kamienica,prywatny
Wygodne mieszkanie przy metrze,4 700,Ursynów,ul. Béli Bartóka,0,54,2,apartamentowiec,biuro nieruchomości
Mieszanie z widokiem ul. Chodecka (ENGLISH below),2 800,Targówek,ul. Chodecka,900,46,3,Zapytaj,biuro nieruchomości
